2minute	minute
mercuryx	mercury
leet	elite
triiick	trick
leep	sleep
niiiccceee	nice
athough	although
treatinggg	treating
dammmn	damn
presenteeism	presents
nymor	anymore
bieng	being
exagerate	exaggerated
tireeddd	tired
hollywoood	hollywood
teath	teeth
idiooot	idiot
asymetrical	asymmetric
modell	model
comicbooks	cookbooks
frieend	friend
kiddng	kidding
18luxury	luxury
downloaders	downloads
fuuuckkk	fuck
foud	found
unentertaining	entertaining
nything	anything
mouuth	mouth
slumberland	cumberland
yesterdy	yesterday
weeekkk	week
bball	ball
plwease	please
volkswagens	volkswagen
babyyy	baby
bringn	bringing
ub3r	super
wheth	whether
resoulution	resolution
trappn	trapping
fooorr	for
hangoverr	hangover
trappe	trapped
trappd	trapped
trappa	trap
asymptomatic	asymptotic
waaaitt	wait
looling	looking
buddyy	buddy
decid	decide
minimates	inmates
sosick	sick
coccaine	cocaine
majorin	majoring
followig	following
poorq	poor
followin	following
poorr	poor
tvpatrol	patrol
pasing	passing
gooonnneee	gone
worrld	world
hangover2	hangover
iput	put
initiativ	initiatives
streng	strength
accoustic	acoustic
telliin	telling
knockin	knocking
exuses	excuses
wagnerlaan	wagnerian
loade	loaded
loadd	load
fingerpaint	fingerprint
professio	profession
correctin	correcting
fraped	raped
correctie	correction
leavi	leaving
haate	hate
cryyy	cry
ninight	night
remindin	reminding
trsut	trust
strenghth	strength
supeeer	super
strenghts	strengths
disgree	disagree
deprevation	deprivation
trashhh	trash
firealarm	firearm
penalt	penalty
invicible	invisible
efore	before
frieends	friends
bargin	bargain
whilert	while
sisther	sister
chaseing	chasing
loser'	loser
democamp	decamp
hipstamatic	instamatic
langg	lang
brillante	brilliant
dnce	dance
ebgames	games
langu	language
intension	intention
caraphernelia	paraphernalia
worldwid	worldwide
seexpert	expert
nooobody	nobody
bitchhes	bitches
barners	bankers
eeeyes	eyes
bitrhday	birthday
whiel	while
alriiight	alright
canit	cant
overarching	overreaching
chromeos	chrome
billls	bills
blck	black
northeners	northerner
billly	billy
devloper	developer
desperateee	desperate
yeeeaah	yeah
mussst	must
undersatnd	understand
icried	cried
papai	papa
defintley	definitely
papaa	papa
spagheti	spaghetti
comftorable	comfortable
eeeveryone	everyone
mcbitch	bitch
penting	pending
6times	times
relationsh	relationship
8min	min
somkin	smoking
recommits	commits
charest	charles
cashley	ashley
postgame	postage
rooots	roots
fantasticks	fantastic
intership	internship
samethings	something
remaning	remaining
weehh	eh
kinggg	king
hauntin	haunting
'mthankful	thankful
fourthh	forth
envyy	envy
screwedd	screwed
thmselves	themselves
awesomw	awesome
cancerians	cancers
everyda	everyday
realllyy	really
favouritest	favorites
segement	segment
scoote	scooter
milds	mild
soccerrr	soccer
everydy	everyday
mildy	mildly
playiin	playing
holidaysss	holidays
uniteddd	united
lunccch	lunch
shuffl	shuffle
contraindicated	contradicted
canteloupe	antelope
burnnn	burn
sx	sex
ss	screenshot
unfollows	follows
shittsburgh	pittsburgh
bling-bling	jewelry
cushin	cushion
aproved	approved
tommorroww	tomorrow
excitinggg	exciting
offencive	offensive
experimenta	experimental
burgular	burglar
followhim	follow
frequentl	frequently
drunked	drunk
strole	stroll
flipp	flip
flipn	flipping
infringers	infringe
surpirse	surprise
flipd	flipped
avie	avatar
jasson	jason
competative	competitive
torc	torch
avil	avail
museu	museum
iasked	asked
ploxxorz	please
musem	museum
ganaron	aaron
feellin	feeling
televison	television
fassstt	fast
hardlyy	hardly
ahaha	aha
exittt	exit
shoudl	should
ariving	arriving
2hour	hour
naning	annoying
visua	visual
hahhahaaa	ha
ibuprofin	ibuprofen
gormet	gourmet
handds	hands
blaahhh	blah
errythin	everything
clled	called
spontaniously	spontaneous
slowwwly	slowly
cless	clanless
houstonnn	houston
poopin	popping
eggss	eggs
neighbourhood	neighborhood
begings	begins
everydamn	everyday
sipps	sip
squaree	square
disne	disney
patheticcc	pathetic
intermix	interim
tfor	for
recalculating	calculating
uncirculated	circulated
bumpd	bumped
pieter	peter
bookin	booking
wrng	wrong
bumpn	bump
nostalgila	nostalgia
exhusband	husband
kiddss	kids
treaat	treat
englissh	english
recod	record
ungreatful	ungrateful
wekend	weekend
hiiighh	high
accountacy	accountant
washingtons	washington
itbursts	bursts
exremely	extremely
mesopotamian	mesopotamia
etickets	tickets
artyy	party
prospe	prospect
maaaddd	mad
umiami	miami
mcspicy	spicy
audiologist	radiologist
vacum	vacuum
almal	all
distan	distant
inschool	school
2get	get
parliame	parliament
reaaalll	real
urin	urine
meeaan	mean
cassete	cassette
foreclosu	foreclosure
caaash	cash
unprofessionali	unprofessional
pleease	please
harringtons	harrington
networkers	networks
sttus	status
ibtimes	times
definitly	definitely
spackling	packing
bitt	bit
beting	betting
whatss	whats
adorkable	adorable
jasminee	jasmine
hoovered	covered
smokedd	smoked
crrazy	crazy
antii	anti
urgeee	urge
jasminev	jasmine
follw	follow
favorr	favor
johnstons	johnson
tendancy	tendency
teling	telling
russin	russian
favori	favorite
timmeee	time
azhol	asshole
lisst	list
60bucks	bucks
basicially	basically
partayy	party
garlington	arlington
diabete	diabetes
allex	alex
alleg	alleged
paranomal	paranormal
alled	called
messagers	messages
comiccon	comic
chineseee	chinese
attracti	attraction
gshit	shit
yeyah	yeah
masss	mas
aproach	approach
buggin	bugging
nerveous	nervous
stuggle	struggle
back2back	backpack
burthday	birthday
mazin	amazing
keepp	keep
handerson	anderson
massi	massive
wiings	wings
alternetive	alternative
glassesusa	glasses
fuckinf	fucking
blubbery	blueberry
icaant	cant
scottland	scotland
lunnch	lunch
cheesemaker	cheesecake
palpatations	palpitations
drivi	driving
drivn	driving
lawd	lord
beautuful	beautiful
systemically	systematically
holiday15	holiday
holiday10	holiday
lel7en	ellen
laww	law
tollerance	tolerance
tradegy	tragedy
beetter	better
systmes	systems
brandys	brandy
brandyn	brandy
dday	day
sweeear	swear
trueth	truth
unfinish	unfinished
truuue	true
straigt	straight
activ	active
punchs	punches
fuced	fucked
actio	action
punchh	punch
punchd	punched
mapsa	maps
alrighhht	alright
theirrr	their
p00p	poop
freezinn	freezing
intersesting	interesting
apprently	apparently
agnst	against
blackber	blackberry
freezinq	freezing
assistanc	assistance
tellling	telling
20something	something
breaksfast	breakfast
knowww	know
pplay	play
offiicial	official
vidos	videos
protact	protect
suker	sucker
ihonestly	honestly
lstening	listening
suked	sucked
anywayz	anyways
anywayy	anyway
glasslands	grassland
man1	man
man2	man
siter	sister
lonley	lonely
yepz	yep
opnion	opinion
thinkable	unthinkable
uninstalled	installed
sitee	site
smoothy	smooth
tickects	tickets
screem	scream
miutes	minutes
ready2	ready
plannning	planning
loging	logging
inspriration	inspiration
grogeous	gorgeous
mudslingerit	mudslinger
ouse	house
professonal	professional
mand	man
floodin	flooding
manj	man
compacity	capacity
considero	consider
panick	panic
considerd	considered
considere	considered
perlease	please
forgettn	forgetting
4follow	follow
minimu	minimum
takeen	taken
craaazyyy	crazy
descriptionmy	description
rollings	rolling
hehehey	hershey
crampy	crappy
2people	people
rollingg	rolling
cracklin	cracking
immigrat	immigrants
pocketpc	pocket
chocolade	chocolate
boardin	boarding
commonnn	common
intelectual	intellectual
kdramas	dramas
plaaayyy	play
lready	already
4music	music
2follow	follow
xperiment	experiment
bufalo	buffalo
intenational	international
flighttt	flight
archite	architect
sponsered	sponsored
ddooo	do
filll	fill
pollo	polo
1she	she
internett	internet
internetv	internet
apparel1	apparel
pinko	pink
ctrl	control
internetz	internet
internete	internet
uncredible	incredible
mtown	town
pursu	pursue
trival	trivial
vainilla	vanilla
theeree	there
swwet	sweet
9news	news
everday	everyday
embarrising	embarrassing
referre	referred
lyk	like
rightous	righteous
singign	singing
diserved	deserved
scribblings	siblings
caugh	caught
tfobsessed	obsessed
caugt	caught
diserves	deserves
arder	harder
extern	external
jorney	journey
heeelppp	help
purpleee	purple
igrow	grow
descriptio	description
sumething	something
cicii	ci
holller	holler
iitss	its
talanted	talented
financia	financial
9months	months
forevr	forever
mcweddings	weddings
turkeyyy	turkey
shoppng	shopping
somethung	something
folloed	followed
arright	alright
foreve	forever
harbouring	harboring
stillin	still
cavalcante	cavalcade
hieght	height
postedd	posted
esprit	spirit
holddd	hold
afternnoon	afternoon
starvinn	starving
dumpa	dump
tickts	tickets
regim	regime
founddd	found
4points	points
broooklyn	brooklyn
alredy	already
legalised	legalized
daugter	daughter
kenney	kenny
errebody	everybody
fotball	football
tyle	style
deddicated	dedicated
wwent	went
dirttty	dirty
chololate	chocolate
nufin	nothing
fivee	five
streeets	streets
constitut	constitute
memoriez	memories
revenger	revenge
revengee	revenge
knowledgebase	knowledgeable
heeemmm	hem
jamacan	jamaican
shuff	shuffle
raindeers	reindeer
tuness	tunes
everysong	everyone
dudddeee	dude
batteryyy	battery
issed	missed
thoughtchu	thought
abang2	bang
marchin	marching
seond	second
accou	account
tomorrrooow	tomorrow
gammeee	game
faaaccceee	face
origina	original
slighty	slightly
hapens	happens
shiel	shield
t#3	the
surviv	survive
shiet	shit
bstrd	bastard
comimg	coming
hapend	happened
makam	mama
survie	survive
sumtin	something
sisterss	sisters
hights	heights
suceeded	succeeded
nuetral	neutral
xplains	explains
papr	paper
heh	haha
comerciales	commercials
yourrrs	yours
weddding	wedding
pinneapple	pineapple
nkorea	korea
worriedd	worried
castello	castle
obviouss	obvious
numerologist	neurologist
pisse	pissed
cartlidge	cartilage
geckosystems	ecosystems
3nights	nights
obviouse	obvious
bornn	born
espectacular	spectacular
obviousl	obviously
hohum	hum
2church	church
ciggaretts	cigarettes
aere	are
screaaammm	scream
bankok	bangkok
tempreture	temperature
norfolks	norfolk
sholder	shoulder
ciggarette	cigarette
straightend	straightened
frys	fry
attatched	attached
yummmy	yummy
shoeee	shoe
blanchester	manchester
themslvs	themselves
confectionary	confectionery
eveninggg	evening
techers	teachers
tighs	thighs
baacck	back
advertisedge	advertiser
storages	storage
somewhereee	somewhere
terro	terror
breakfasst	breakfast
eveybody	everybody
hospitalisation	hospitalization
chichester	chester
rememver	remember
forgetten	forgotten
buisnesses	businesses
crackinggg	cracking
blazin	blazing
7things	things
daysss	days
mooovie	movie
masr	mars
ctown	town
teeempo	tempo
smrt	smart
lefttt	left
encontreee	encountered
oits	its
jurnalis	journalism
baffinland	finland
obsessd	obsessed
obsesse	obsessed
surpose	suppose
rasied	raised
seri0usly	seriously
mnm	eminem
nicce	nice
amatures	amateurs
rasies	raises
straaaight	straight
reather	rather
tx	thanks
tv	television
undistorted	distorted
witholding	withholding
loooking	looking
volenteer	volunteer
tain	train
tiiimmeee	time
sperminated	terminated
tomorrrow	tomorrow
likkeee	like
intereted	interested
disrepectful	disrespectful
kneck	neck
intrument	instrument
trigge	trigger
projec	project
projet	project
killadelphia	philadelphia
returner	return
bastardos	bastard
cofounders	founders
dodgem	dodge
appart	apart
althought	although
acheivements	achievement
harrd	hard
ccould	could
chinees	chinese
sumwhere	somewhere
manyyy	many
angelos	angel
samon	salmon
aaalmost	almost
yourelf	yourself
honourable	honorable
morming	morning
anniversity	anniversary
xor	hacker
bittch	bitch
piture	picture
incuding	including
expandables	expandable
freelan	freelance
implantable	implacable
smillin	smiling
transportat	transport
baibee	babe
gueeesss	guess
iiice	ice
icebridge	iceberg
realizin	realizing
tomoro	tomorrow
oredered	ordered
everyboddy	everybody
tomorw	tomorrow
taalked	talked
pleeeaasse	please
occassionally	occasionally
perso	person
shoopin	shopping
fabulos	fabulous
restaruant	restaurant
pulli	pulling
pulln	pulling
pulll	pull
tiight	tight
pulld	pulled
pulle	pulled
moviieee	movie
desination	destination
gose	goes
whoses	whose
ating	eating
danman	sandman
saaand	sand
occassion	occasion
anounce	announce
2nil	nil
gravee	grave
quickstep	quickest
thikn	think
successfuly	successfully
teell	tell
privac	privacy
guesss	guess
thowin	throwing
eram	era
survior	survivor
traaack	track
guesse	guess
guessd	guessed
guessn	guessing
uthink	think
unloving	loving
underr	under
guru	expert
wase	was
underw	underwear
gaurds	guards
watcht	watch
watchs	watches
watchn	watching
watchi	watching
watchh	watch
underg	underage
watche	watched
watchd	watched
watchg	watching
fuckinng	fucking
oppositional	opposition
challeng	challenge
bioscience	science
millionare	millionaire
regurgitator	regurgitation
masculin	masculine
buil	built
tothis	this
naturalmotion	naturalization
munchiesss	munchies
mouf	mouth
hollwood	hollywood
spurgeon	surgeon
booox	box
prretty	pretty
booot	boot
ahmazinggg	amazing
booow	bow
iving	living
booom	boom
celebratio	celebration
celebratin	celebrated
incedent	incident
boook	book
booob	bob
majorrr	major
wavee	wave
frrom	from
donload	download
eithier	either
referenc	reference
draftin	drafting
somethg	something
marketpl	marketplace
highlite	highlight
themis	themes
indonesianya	indonesia
iphoneee	phone
cheeesecake	cheesecake
pervertedly	perverted
refusd	refused
teamers	teams
piiss	piss
louisana	louisiana
sonnng	song
effortlessness	artlessness
streetwear	street
unprotect	protect
registed	registered
booyfriend	boyfriend
teahcer	teacher
fabalous	fabulous
licensure	license
loius	louis
wester	western
brin	bring
makeme	make
thatnk	thank
insted	instead
brid	bird
familes	families
familey	family
refresht	refreshed
wrk	work
dammm	dam
dammn	damn
veterinaria	veterinarian
rountine	routine
festives	festivities
especailly	especially
freezinnn	freezing
personnn	person
suckes	sucks
chickennn	chicken
lmtd	limited
elimate	eliminate
1follower	followers
fishbowldc	fishbowl
ryt	right
iinn	in
esspecially	especially
deffiently	definitely
dwntown	downtown
happyrt	happy
homeade	homemade
investigatory	investigators
suspectin	suspect
angelis	angel
xcpt	except
weeknd	weekend
resoluti	resolution
armys	army
changeing	changing
refreshd	refreshed
riddiculous	ridiculous
palyer	player
wasa	was
jewlery	jewelry
parts1	parts
novenber	november
palyed	played
cleaan	clean
governmnt	government
toping	topping
attitudeee	attitude
wasd	was
blacke	black
tierdd	tired
blacka	black
gourgous	gorgeous
finnee	fine
geoloaction	location
blackk	black
joes	joe
qualifi	qualified
beliee	believe
stochastics	statistics
quicky	quick
togethr	together
risee	rise
geoge	george
believ	believe
sombdy	somebody
quickk	quick
togethe	together
quickl	quickly
sanata	santa
icame	came
kpoplover	popover
strongbow	strong
worsst	worst
neext	next
cleaing	cleaning
decendants	descendants
ammmazing	amazing
beatuiful	beautiful
thinik	think
inparticular	particular
marsland	maryland
playof	playoffs
helecopter	helicopter
engineerin	engineering
wishin	wishing
contry	country
brodcasting	broadcasting
contra	contract
skoul	school
reguards	regards
illeg	illegal
contrl	control
beileve	believe
contro	control
perosnal	personal
tomatos	tomatoes
phreak	freak
tomatoe	tomato
montral	montreal
shuuutt	shut
shld	should
rappin	rapping
twasted	wasted
taxin	taxing
iused	used
woodnt	wont
fuccers	fuckers
numbersss	numbers
weally	really
tat2	tattoo
mosss	moss
honeyx	honey
sexxxiest	sexiest
seaching	searching
mosst	most
braaain	brain
freakkk	freak
mosse	moss
preqnant	pregnant
wouldja	would
listeining	listening
animaaal	animal
erythng	everything
chartist	artist
prisioners	prisoners
tollerate	tolerate
somtimes	sometimes
sliping	slipping
cirqlation	circulation
pother	potter
shoesies	shoes
welcomeee	welcome
honey3	honey
spaceshipone	spaceship
1minute	minutes
anyhing	anything
ttransfer	transfers
bhout	bout
ticets	tickets
dyinnng	dying
keppin	keeping
februar	february
sleepng	sleeping
favorties	favorites
allegience	allegiance
sixxx	six
privelege	privilege
wiliams	williams
hinking	thinking
comand	command
recanvass	canvas
comany	company
fianl	final
laging	lang
enegry	energy
reconcilation	reconciliation
atraction	attraction
opthamologist	ophthalmologist
prentending	pretending
aaart	art
abillity	ability
exersise	exercise
indust	industry
bitchrt	bitch
sucsess	success
writen	written
virgi	virginia
writee	write
surgar	sugar
achievments	achievement
insurence	insurance
bathrrom	bathroom
conservatives4p	conservatives
exboyfriend	boyfriend
rededication	dedication
4all	all
jailll	jail
heyyy	hey
everydayyy	everyday
progressiva	progress
alchohol	alcohol
acciden	accident
fweeezing	freezing
swarmin	warming
dissapearing	disappearing
